PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
-2.468632185985449,0.879266090278869,-1.2586438890506455,-1.3562301943321662,-2.1477176266306284,-0.29326487924390293,-0.2553215312691699,-0.9932419243229123,0.6178256400283331,-0.8283711451413699
-1.5523657762534606,-0.2701036853452547,0.25764510012561387,-1.5812184347101608,0.8839726062207572,0.0697424864900624,-0.7353398900381547,-0.17666057639036473,0.35502095844781684,-0.06505571040771076
-0.8834398407107212,0.41733012617226883,-1.21458747837195,-1.8713559851483428,0.40371500102718255,-0.7376783777451169,0.4713733089342336,0.13619924317365162,1.5590353117688405,-0.5603623904747309
0.056728131070365354,-1.2331236493753683,0.7817592533241513,1.1895989358401724,0.636420940534859,-0.5638931662587171,1.1855790492530671,-0.5831803378417102,-0.5523171151115538,1.4899616844064085
-2.1426385880781886,-0.8057173688917626,-0.9407031912357466,0.8322662654796871,-1.9860349005698161,0.735655312535466,-1.2204199307976429,0.5577740481940745,0.02837492481756493,-0.45605303888736193
-3.6210182852952233,0.8094754397559812,0.48461616231515714,-1.5201004012077621,0.6203762069562155,0.6383226062691999,-0.49415216018429053,-0.26489288597679544,0.15800099270301274,-0.44081104306515667
1.2555934383896632,-0.9319759431380422,-0.12419537639434695,1.0827756514794007,0.2641104698458333,0.6004504491883862,0.5677124043284443,-0.05802259093475682,-1.2985104957693825,0.4140514026702044
-2.953660525515194,0.4072084204019589,0.03468249090624605,0.019956373889437627,0.040603416242774394,-0.45328373048284465,0.7951268222858207,-0.693368861081409,-0.36387157402664483,-0.705665072182589
-1.715838156569901,-0.4266064378031193,-0.18722073112094553,0.19659497208521137,1.531679291110933,-0.4057589478206687,0.32186909891441207,-0.11961828567577036,-0.026346765775974695,-0.255283665213845
-1.4967104326576957,-1.2898035575429363,-0.5278809750836586,1.0444350427877327,-0.764944931060274,-0.3799237807657746,-0.5708787381042214,0.8513183402550994,-0.7079323775572812,-0.0806126301296302
-2.4868696335162785,0.10549859294431588,0.20971143984694496,0.3263217703307449,1.0402359116673559,1.0158626876470376,-0.17925867941894183,0.18064497804604265,-0.29791189912305704,0.0035937348039141006
2.2517419941435652,-1.342160398904243,1.1883993988694224,-0.707293060047261,0.5398942193993941,0.751992402633637,-0.15680488327960132,-0.606244666292443,0.8681461579939367,-0.48265393575239224
-2.6368782274007554,0.20058162625614967,-0.2503326471347458,-0.3001012271815906,0.10045834633335708,0.11369842279953157,0.23676328466572275,-0.7432619847361464,0.09149085654334925,-0.8202634222909769
-3.572613109622688,0.8691762082539229,0.29451366895831205,-0.9889889311688639,-0.4089277202801716,0.7431250767309954,-0.373936401927915,-0.573762114075921,0.3867307105131982,-0.45757191111107726
-0.945308273740991,-1.307186128973275,-0.9111801958239959,-0.5032765157643408,0.580347385533715,-1.0441242545814422,-0.8505018854041996,0.6402662005885132,-0.3112752133125441,-0.24705915917199042
-1.6479756080957073,4.068489925323043,-1.5613718208939273,-0.7155884602615861,-0.09630221940097518,0.21095851853235167,0.4370326120077027,1.0524929260102858,0.05312962058481726,-0.20887532633113512
1.3036721426588413,2.334890665464911,-0.8465802273442307,1.1264242262232222,-0.9153348715463128,1.2922563366878437,1.7271443250547192,1.2861667387411866,-0.06461479794451253,-0.26125102818398255
-2.468276349463738,-0.742693990280577,-0.5406865607758619,0.5230773530445452,-1.095858050339797,0.8799839190007054,-0.7615917274166486,0.6780548731035431,-0.5472890843676698,-0.3368113318192016
4.003913973241641,2.9180025135441205,-1.925517031754533,0.1829026109039377,-0.41581829674212023,0.6316239478480131,0.4654422771393727,-0.12757858679685402,-1.302428021350732,0.08507299958019826
-2.8082301836044823,0.2477174524133825,1.1183055833845197,-0.47655480028413943,0.4603984301989127,0.8157294731800964,1.4585033493285393,-1.12381177173289,-0.36468787745801756,1.4351128119676044
-0.91772667728566,-1.5713710514747328,-0.464781147709994,1.0990125715710783,-0.9018529281735603,0.06211370906983489,-0.26158478771343324,0.46712268905198573,-0.378574439303091,-0.19163791791077725
-0.5252263345751077,1.6710197177150803,-0.4303328709197347,0.035209851495925364,-1.101741039510316,-0.03723915269092155,0.5815723032816211,1.483543145582264,0.7850847296611936,0.1560285851521468
-1.4273119685120543,-1.0063064256062273,-1.2325289985285017,0.20217145037476433,-0.53714107442799,0.07946708537585793,-0.6343989671102802,-0.009720631878173827,0.2058330351872633,-0.4050168459698985
2.5953048846492326,-0.9471869445536678,-1.79572322870132,-0.5905443114919543,0.2716405483079511,-1.1345481423447414,0.6239476984684461,0.8157013329220788,2.233819767425051,1.4513023873402302
1.7708770809661833,1.1318802230533371,-1.1766026205453384,-0.4784197039619856,-0.45004322743086883,-0.4096911107566972,-0.16229081169580692,-1.5237371461285605,-0.23200884528117807,2.0406917762738344
-0.7962091506421212,2.8055642315363807,-1.2207320660142078,1.6305756659425201,-0.20150531328224172,0.03292596450331262,-1.6678526707281025,-0.1919237470162077,-1.2230424485124376,0.05958757738668046
-1.3348855552615566,-0.0602177616519059,0.7186930342382285,-1.9044739358176863,-0.5400152049875065,-1.1603908516814074,-0.6121001967185156,-0.4276311558798005,0.5029578342610065,-0.7837192646381334
-2.2627862979385234,-0.9199626008670614,-0.9148117694997887,0.8181993443420776,-1.6475034243570925,0.33795858599697237,-1.4290035996467731,0.7400021444478522,-0.04758876831258355,-0.07932560068042145
-1.0066085402731078,1.696986897525785,-0.7087212882329244,1.8741400430968782,0.08563920506881723,-0.48857255778286873,-1.000035116631722,0.5183250136294034,-0.676576967136028,-0.42617794693446365
1.8331031287014137,-0.8388333213118594,-0.516451960121637,0.28151794127981317,-0.3825305916883219,-1.164303057167861,1.299451006217474,-0.6923481407018655,-0.23967522187718285,-0.38710870092462535
0.493305562279437,-1.655731959396873,-1.4257323757142417,-0.5140936690204374,1.0125891579358974,0.16327423103792557,-0.8397374678860501,-0.03456540000725891,0.8293752213107352,-0.44930737926424896
-3.314704651753016,0.6677590357218114,-0.10666420234640472,-2.235545412110196,0.9835865206128556,0.27811781639992006,-0.811119835209623,-0.2058067155676028,0.2647852428333154,-0.48501423677416183
3.3157244275261295,1.1194725060061277,0.7399616706089028,1.2328849454098594,-0.14543499347875685,0.11120396556123072,0.012378682360318326,0.8373430943207548,0.8514522307135309,-0.14549469068581478
-3.0021749046077177,1.6936115624396837,0.10268238291318646,-2.6180395081557464,1.4346061671577255,0.4864190095403446,0.0954678655233856,0.49034258621958293,0.7787335246330674,-0.19698513955402008
1.514843267017727,-1.2694748942487097,0.28674875418324974,-0.06595549898563109,0.2814776677784523,-0.559501863780575,-0.21881780314699004,0.25796226444805037,-0.17694989472789865,0.2878370069570927
-1.2138556099036455,-1.15312482555234,-1.1052951765297259,0.5587776485511539,-0.49379853476580493,0.8484423256996262,-0.7991431598914686,0.5330453125076724,-0.26912065965723675,-0.0725779071532423
0.6106098163116278,-0.22189318149997844,1.0288899714062507,-0.6561118409439124,0.12803158898019146,1.4570413994663192,-0.803544186518233,0.8442383446377598,-0.679039446692114,0.04108300013885145
-3.1312670974514685,1.4154313583251603,0.22300619852675158,-0.15035890991675518,0.488995766964347,0.5765913348233394,-0.42719453387578754,-0.17850259906286722,-0.18875865722727805,-0.34331468816552313
-1.0080717029534452,-0.587410659626439,0.5108377657197218,0.4470642279247795,-0.8570808771393298,0.8783498924646918,0.41147087147612516,-0.6509684855709313,0.12746578528032218,1.5414471590711298
-3.9738554011925715,1.2903028918454749,-0.12597359886467846,-2.0765167655973196,0.4756493285004303,0.4527528408036177,-0.6633120881064517,-0.003541653954920117,-0.40591898344679334,-0.17075985330554422
-0.24541905438336187,-1.683185628280177,-0.7176108443173422,-0.3001789463850267,1.087969745951427,-0.4435908437229629,-0.7734067837783148,0.4715724160507744,0.05611915568618713,-0.38502259267901884
0.42180070595774,-1.7777455691309774,0.2763632299496157,0.2574997151488103,-1.0694016180665566,1.7829037415170357,0.5520219420068742,0.5912369158793549,-1.2141577124000804,-0.7503068197889492
-2.892566370485333,0.6679424756855044,0.7574944284680848,-0.4861221928978311,-0.3812094485865671,-0.638671024290089,0.38350052144145647,-0.3210847510460443,-0.3703573717298421,-0.675528155761653
-0.70372563993391,1.1913446724582046,-0.23676752784819163,0.022092523468095034,-0.0586648653138206,1.5592796783787835,1.623341232856593,0.911110479050238,0.9898401996518607,1.8481063306991015
