Adult mortality,Infant deaths,Alcohol,Percentage expenditure,Hepatitis B,Measles,BMI,Polio,Total expenditure,Diphtheria,HIV/AIDS,Thinness 1-19 years,Income composition of resources,Schooling
-0.7373628012307516,-1.0863320048277734,1.9657466355897282,1.947208426620174,0.2514353878088462,0.8301654204063277,0.8467872562004499,0.04500548357042258,-1.824469317189469,0.03919620053268459,-0.5524179350354296,-0.7456211073202288,1.1954559479063374,1.0388492507716933
-0.11514296916028015,1.3313300563711938,0.8207094337783049,1.1062356661628614,0.7059710796333407,0.2604247657129357,0.7363862708983298,0.7215144239258247,1.077723812556334,0.7229667088219279,-0.5524179350354296,-0.4806799408878991,0.4945941204302046,0.6296119465745318
-1.0484727172659873,0.8053413496355012,1.5005752723538373,0.4397014606277512,-1.1471359716511367,1.5509839004039436,0.8367508029911662,0.6369508063813994,-0.16234371664539576,0.5947597385176948,-0.4437247204708599,-0.4806799408878991,0.4614452502117388,0.09445547185516591
0.24383001088037648,-0.11534287043627832,-0.4035602529798908,-1.823144913032522,0.7059710796333407,-1.0275892821539503,-1.6372349130972526,0.25641452743148574,0.3771944364107956,0.5947597385176948,-0.5524179350354296,-0.4144446492798166,0.09207212492026373,0.1259352644857167
-0.6894997372253308,-1.0863320048277734,-0.7511608321012156,1.7726722851598207,0.7409353636198402,-1.0275892821539503,1.3987921827110505,0.6792326151536121,-1.7069892354756206,0.6374953952857725,-0.5524179350354296,-0.017032899631321975,1.0107693852605995,-0.03146369866703786
-0.6496138505541467,-1.0863320048277734,1.5746959840782377,1.8858255021087096,0.7758996476063399,0.37024492730184033,1.203081345130019,0.7215144239258247,1.6564219928504746,0.7229667088219279,-0.5524179350354296,-0.9443269821444763,1.24281147678986,1.2592077991855501
0.11619517353258746,0.41283570973923084,-1.0987614112225406,-0.8717097395752609,0.2514353878088462,-1.0275892821539503,-0.9597743214706066,-0.6737852655571922,0.05956310436965054,0.03919620053268459,-0.4437247204708599,1.307672932530327,-0.31044987058967716,-0.31478183234199564
-1.1681303772795395,-1.0863320048277734,1.7842786861955067,0.017273269796810917,0.6710067956468411,-0.8167340982252563,1.0274434139675552,0.38325995374812366,0.2901721536597969,0.5092884249815394,-0.5524179350354296,-0.4144446492798166,0.7976695052847488,1.2592077991855501
-1.2159934412849605,-1.0863320048277734,0.21752019353835883,-0.8944833840313949,0.6360425116603415,0.5293030445107528,0.7112951378751206,0.5523871888369741,1.1212349539318331,0.552024081749617,-0.5524179350354296,-0.5027583714239267,0.43303193288162534,0.34629381289957345
-0.29064087051349,-0.4235288069135539,-1.0987614112225406,-0.16103021075654292,0.7758996476063399,-1.0275892821539503,1.1328261726650337,0.6792326151536121,-0.9977576310549823,0.6802310520538503,-0.5524179350354296,0.11543768358484284,0.6792806830759425,0.7870109097272864
-1.19206190928225,-0.6681497465013809,0.04371990397769648,0.7886679032714256,0.6710067956468411,-1.0275892821539503,0.8267143497818824,0.7215144239258247,1.5650485959619265,0.29561014114115086,-0.5524179350354296,-0.3702877882077617,0.5088007790952613,0.7555311170967349
0.9537987936274529,1.2235236079618936,0.04883167720006879,0.1353895368272406,0.601078227673842,0.7919552951592282,-1.0902482131912938,0.42554176252033626,0.42505669192384454,0.46655276821346164,0.47313778407588,0.9764964744899147,-1.2622960011484792,-2.0146906343917452
-1.3276739239642759,-1.0863320048277734,1.4213427874070645,0.651366551581236,0.7758996476063399,-0.11628833877988586,0.982279374525779,0.42554176252033626,0.2901721536597969,0.5092884249815394,-0.5524179350354296,-0.3702877882077617,0.6319251541924199,0.6925715318356334
